cycle_nodes,cycle_edges,vorticity
"Verdasco F.,Costa A.,Roddick A.,Ancic M.,Henman T.,Verdasco F.","(Verdasco F.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Henman T.);(Henman T.,Verdasco F.)",10.000000000000002
"Nadal R.,Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Lopez F.,Montanes A.,Nadal R.","(Nadal R.,Hanescu V.);(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Montanes A.);(Montanes A.,Nadal R.)",10.000000000000002
"Melzer J.,Roddick A.,Ancic M.,Lopez F.,Ferrero J.C.,Melzer J.","(Melzer J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Ferrero J.C.);(Ferrero J.C.,Melzer J.)",10.000000000000002
"Minar I.,Baghdatis M.,Ancic M.,Roddick A.,Horna L.,Minar I.","(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Horna L.);(Horna L.,Minar I.)",10.000000000000002
"Davydenko N.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Agassi A.,Davydenko N.","(Davydenko N.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Davydenko N.)",10.000000000000002
"Verdasco F.,Costa A.,Ljubicic I.,Verdasco F.","(Verdasco F.,Costa A.);(Costa A.,Ljubicic I.);(Ljubicic I.,Verdasco F.)",10.000000000000002
"Kim K.,Srichaphan P.,Ancic M.,Lopez F.,Soderling R.,Kohlschreiber P.,Kiefer N.,Kim K.","(Kim K.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Soderling R.);(Soderling R.,Kohlschreiber P.);(Kohlschreiber P.,Kiefer N.);(Kiefer N.,Kim K.)",10.000000000000002
"Montanes A.,Lopez F.,Ancic M.,Srichaphan P.,Calleri A.,Montanes A.","(Montanes A.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Calleri A.);(Calleri A.,Montanes A.)",10.000000000000002
"Mathieu P.H.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Mathieu P.H.","(Mathieu P.H.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Mathieu P.H.)",10.000000000000002
"Verdasco F.,Costa A.,Roddick A.,Ancic M.,Hernych J.,Verdasco F.","(Verdasco F.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Verdasco F.)",10.000000000000002
"Baghdatis M.,Ancic M.,Acasuso J.,Baghdatis M.","(Baghdatis M.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Baghdatis M.)",10.000000000000002
"Schalken S.,Bjorkman J.,Ancic M.,Lopez F.,Johansson J.,Schalken S.","(Schalken S.,Bjorkman J.);(Bjorkman J.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Johansson J.);(Johansson J.,Schalken S.)",-10.0
"Seppi A.,Nieminen J.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Koubek S.,Seppi A.","(Seppi A.,Nieminen J.);(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Koubek S.);(Koubek S.,Seppi A.)",-10.0
"Novak J.,Roddick A.,Ancic M.,Srichaphan P.,Calleri A.,Novak J.","(Novak J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Calleri A.);(Calleri A.,Novak J.)",-10.0
"Soderling R.,Lopez F.,Santoro F.,Soderling R.","(Soderling R.,Lopez F.);(Lopez F.,Santoro F.);(Santoro F.,Soderling R.)",-10.0
"Johansson T.,Lopez F.,Ancic M.,Srichaphan P.,Calleri A.,Johansson T.","(Johansson T.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Srichaphan P.);(Srichaphan P.,Calleri A.);(Calleri A.,Johansson T.)",-10.0
"Youzhny M.,Roddick A.,Melzer J.,Youzhny M.","(Youzhny M.,Roddick A.);(Roddick A.,Melzer J.);(Melzer J.,Youzhny M.)",-10.0
"Ferrer D.,Costa A.,Roddick A.,Ancic M.,Coria G.,Ferrer D.","(Ferrer D.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Coria G.);(Coria G.,Ferrer D.)",-10.0
"Muller G.,Zabaleta M.,Lopez F.,Agassi A.,Muller G.","(Muller G.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Muller G.)",-10.0
"Roddick A.,Costa A.,Mathieu P.H.,Roddick A.","(Roddick A.,Costa A.);(Costa A.,Mathieu P.H.);(Mathieu P.H.,Roddick A.)",-10.0
"Ljubicic I.,Costa A.,Roddick A.,Ancic M.,Berdych T.,Ljubicic I.","(Ljubicic I.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Ljubicic I.)",-10.0
"Moya C.,Zabaleta M.,Lopez F.,Ancic M.,Coria G.,Moya C.","(Moya C.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Coria G.);(Coria G.,Moya C.)",-10.0
"Spadea V.,Costa A.,Roddick A.,Ancic M.,Coria G.,Spadea V.","(Spadea V.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Coria G.);(Coria G.,Spadea V.)",-10.0
"Mayer F.,Ancic M.,Hrbaty D.,Mayer F.","(Mayer F.,Ancic M.);(Ancic M.,Hrbaty D.);(Hrbaty D.,Mayer F.)",-10.0
"Bjorkman J.,Ancic M.,Roddick A.,Costa A.,Andreev I.,Bjorkman J.","(Bjorkman J.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Andreev I.);(Andreev I.,Bjorkman J.)",-10.0
"Rusedski G.,Ancic M.,Hrbaty D.,Rusedski G.","(Rusedski G.,Ancic M.);(Ancic M.,Hrbaty D.);(Hrbaty D.,Rusedski G.)",-10.0
"Hewitt L.,Ancic M.,Hernych J.,Hewitt L.","(Hewitt L.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Hewitt L.)",-10.0
"Santoro F.,Lopez F.,Carlsen K.,Santoro F.","(Santoro F.,Lopez F.);(Lopez F.,Carlsen K.);(Carlsen K.,Santoro F.)",-10.0
"Nalbandian D.,Ancic M.,Hewitt L.,Nalbandian D.","(Nalbandian D.,Ancic M.);(Ancic M.,Hewitt L.);(Hewitt L.,Nalbandian D.)",-10.0
"Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Lopez F.","(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Lopez F.)",-10.0
"Mantilla F.,Llodra M.,Costa A.,Davydenko N.,Mantilla F.","(Mantilla F.,Llodra M.);(Llodra M.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Mantilla F.)",-10.0
"Roddick A.,Ancic M.,Lopez F.,Zabaleta M.,Muller G.,Roddick A.","(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Muller G.);(Muller G.,Roddick A.)",-10.0
"Vanek J.,Roddick A.,Ancic M.,Lopez F.,Agassi A.,Pavel A.,Vanek J.","(Vanek J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Pavel A.);(Pavel A.,Vanek J.)",-10.0
"Mayer F.,Ancic M.,Haas T.,Mayer F.","(Mayer F.,Ancic M.);(Ancic M.,Haas T.);(Haas T.,Mayer F.)",-10.0
"Robredo T.,Minar I.,Baghdatis M.,Ancic M.,Blake J.,Robredo T.","(Robredo T.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Blake J.);(Blake J.,Robredo T.)",-10.0
"Rochus C.,Srichaphan P.,Ancic M.,Acasuso J.,Rochus C.","(Rochus C.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Rochus C.)",-10.0
"Ljubicic I.,Costa A.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Ljubicic I.","(Ljubicic I.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Ljubicic I.)",-10.0
"Wawrinka S.,Santoro F.,Lopez F.,Ancic M.,Serra F.,Wawrinka S.","(Wawrinka S.,Santoro F.);(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Serra F.);(Serra F.,Wawrinka S.)",-10.0
"Rochus C.,Srichaphan P.,Ancic M.,Coria G.,Rochus C.","(Rochus C.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Coria G.);(Coria G.,Rochus C.)",-10.0
"Sanguinetti D.,Costa A.,Roddick A.,Ancic M.,Dent T.,Sanguinetti D.","(Sanguinetti D.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Dent T.);(Dent T.,Sanguinetti D.)",-10.0
"Srichaphan P.,Ancic M.,Roddick A.,Novak J.,Srichaphan P.","(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Novak J.);(Novak J.,Srichaphan P.)",-10.0
"Zabaleta M.,Lopez F.,Johansson T.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Johansson T.);(Johansson T.,Zabaleta M.)",-10.0
"Federer R.,Ancic M.,Acasuso J.,Federer R.","(Federer R.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Federer R.)",-10.0
"Stepanek R.,Ancic M.,Lopez F.,Zabaleta M.,Muller G.,Stepanek R.","(Stepanek R.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Zabaleta M.);(Zabaleta M.,Muller G.);(Muller G.,Stepanek R.)",-10.0
"Melzer J.,Roddick A.,Costa A.,Davydenko N.,Melzer J.","(Melzer J.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Melzer J.)",-10.0
"Youzhny M.,Roddick A.,Ancic M.,Mayer F.,Youzhny M.","(Youzhny M.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Mayer F.);(Mayer F.,Youzhny M.)",-10.0
"Mirnyi M.,Costa A.,Roddick A.,Ancic M.,Gasquet R.,Mirnyi M.","(Mirnyi M.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Mirnyi M.)",-10.0
"Gonzalez F.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Gonzalez F.","(Gonzalez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Gonzalez F.)",-10.0
"Davydenko N.,Costa A.,Roddick A.,Ancic M.,Hernych J.,Bracciali D.,Davydenko N.","(Davydenko N.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Bracciali D.);(Bracciali D.,Davydenko N.)",-10.0
"Robredo T.,Minar I.,Baghdatis M.,Ancic M.,Henman T.,Robredo T.","(Robredo T.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Henman T.);(Henman T.,Robredo T.)",-10.0
"Srichaphan P.,Ancic M.,Nalbandian D.,Srichaphan P.","(Srichaphan P.,Ancic M.);(Ancic M.,Nalbandian D.);(Nalbandian D.,Srichaphan P.)",-10.0
"Mathieu P.H.,Costa A.,Roddick A.,Ancic M.,Arthurs W.,Canas G.,Mathieu P.H.","(Mathieu P.H.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Arthurs W.);(Arthurs W.,Canas G.);(Canas G.,Mathieu P.H.)",-10.0
"Labadze I.,Roddick A.,Ancic M.,Lopez F.,Carlsen K.,Labadze I.","(Labadze I.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Carlsen K.);(Carlsen K.,Labadze I.)",-10.0
"Srichaphan P.,Ancic M.,Safin M.,Srichaphan P.","(Srichaphan P.,Ancic M.);(Ancic M.,Safin M.);(Safin M.,Srichaphan P.)",-10.0
"Ljubicic I.,Costa A.,Roddick A.,Ancic M.,Beck K.,Ljubicic I.","(Ljubicic I.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Ljubicic I.)",-10.0
"Gonzalez F.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Behrend T.,Gonzalez F.","(Gonzalez F.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Behrend T.);(Behrend T.,Gonzalez F.)",-10.0
"Spadea V.,Costa A.,Sanchez D.,Spadea V.","(Spadea V.,Costa A.);(Costa A.,Sanchez D.);(Sanchez D.,Spadea V.)",-10.0
"Sanguinetti D.,Costa A.,Roddick A.,Ancic M.,Hernych J.,Sanguinetti D.","(Sanguinetti D.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Sanguinetti D.)",-10.0
"Saulnier C.,Ancic M.,Henman T.,Saulnier C.","(Saulnier C.,Ancic M.);(Ancic M.,Henman T.);(Henman T.,Saulnier C.)",-10.0
"Mirnyi M.,Costa A.,Davydenko N.,Mirnyi M.","(Mirnyi M.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Mirnyi M.)",-10.0
"Roddick A.,Ancic M.,Federer R.,Roddick A.","(Roddick A.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Roddick A.)",-10.0
"Horna L.,Roddick A.,Ancic M.,Berdych T.,Horna L.","(Horna L.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Horna L.)",-10.0
"Melzer J.,Roddick A.,Ancic M.,Haas T.,Melzer J.","(Melzer J.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Haas T.);(Haas T.,Melzer J.)",-10.0
"Sanchez D.,Costa A.,Roddick A.,Ancic M.,Hernandez O.,Sanchez D.","(Sanchez D.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Hernandez O.);(Hernandez O.,Sanchez D.)",-10.0
"Hewitt L.,Ancic M.,Acasuso J.,Hewitt L.","(Hewitt L.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Hewitt L.)",-10.0
"Hewitt L.,Ancic M.,Roddick A.,Youzhny M.,Dlouhy L.,Hewitt L.","(Hewitt L.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Youzhny M.);(Youzhny M.,Dlouhy L.);(Dlouhy L.,Hewitt L.)",-10.0
"Martin A.,Zabaleta M.,Lopez F.,Ancic M.,Arthurs W.,Canas G.,Martin A.","(Martin A.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Arthurs W.);(Arthurs W.,Canas G.);(Canas G.,Martin A.)",-10.0
"Hewitt L.,Ancic M.,Beck K.,Hewitt L.","(Hewitt L.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Hewitt L.)",-10.0
"Mathieu P.H.,Costa A.,Gaudio G.,Mathieu P.H.","(Mathieu P.H.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Mathieu P.H.)",-10.0
"Youzhny M.,Roddick A.,Ancic M.,Gonzalez F.,Youzhny M.","(Youzhny M.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Gonzalez F.);(Gonzalez F.,Youzhny M.)",-10.0
"Hanescu V.,Minar I.,Baghdatis M.,Ancic M.,Blake J.,Hanescu V.","(Hanescu V.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Blake J.);(Blake J.,Hanescu V.)",-10.0
"Kim K.,Srichaphan P.,Ancic M.,Lopez F.,Johansson T.,Kim K.","(Kim K.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Johansson T.);(Johansson T.,Kim K.)",-10.0
"Rochus C.,Srichaphan P.,Ancic M.,Hewitt L.,Rochus C.","(Rochus C.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Hewitt L.);(Hewitt L.,Rochus C.)",-10.0
"Karlovic I.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Karlovic I.","(Karlovic I.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Karlovic I.)",-10.0
"Youzhny M.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Youzhny M.","(Youzhny M.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Youzhny M.)",-10.0
"Roddick A.,Ancic M.,Lee H.T.,Roddick A.","(Roddick A.,Ancic M.);(Ancic M.,Lee H.T.);(Lee H.T.,Roddick A.)",-10.0
"Ginepri R.,Fish M.,Enqvist T.,Ginepri R.","(Ginepri R.,Fish M.);(Fish M.,Enqvist T.);(Enqvist T.,Ginepri R.)",-10.0
"Rusedski G.,Ancic M.,Federer R.,Rusedski G.","(Rusedski G.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Rusedski G.)",-10.0
"Youzhny M.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Nadal R.,Youzhny M.","(Youzhny M.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Nadal R.);(Nadal R.,Youzhny M.)",-10.0
"Wawrinka S.,Santoro F.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Wawrinka S.","(Wawrinka S.,Santoro F.);(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Wawrinka S.)",-10.0
"Nalbandian D.,Ancic M.,Mayer F.,Nalbandian D.","(Nalbandian D.,Ancic M.);(Ancic M.,Mayer F.);(Mayer F.,Nalbandian D.)",-10.0
"Grosjean S.,Lopez F.,Carlsen K.,Grosjean S.","(Grosjean S.,Lopez F.);(Lopez F.,Carlsen K.);(Carlsen K.,Grosjean S.)",-10.0
"Srichaphan P.,Ancic M.,Lopez F.,Agassi A.,Srichaphan P.","(Srichaphan P.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Srichaphan P.)",-10.0
"Gaudio G.,Costa A.,Roddick A.,Ancic M.,Beck K.,Gaudio G.","(Gaudio G.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Beck K.);(Beck K.,Gaudio G.)",-10.0
"Sanguinetti D.,Costa A.,Mathieu P.H.,Sanguinetti D.","(Sanguinetti D.,Costa A.);(Costa A.,Mathieu P.H.);(Mathieu P.H.,Sanguinetti D.)",-10.0
"Seppi A.,Nieminen J.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Seppi A.","(Seppi A.,Nieminen J.);(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Seppi A.)",-10.0
"Spadea V.,Costa A.,Roddick A.,Ancic M.,Lopez F.,Spadea V.","(Spadea V.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Spadea V.)",-10.0
"Safin M.,Ancic M.,Hernych J.,Safin M.","(Safin M.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Safin M.)",-10.0
"Rochus C.,Srichaphan P.,Ancic M.,Monfils G.,Rochus C.","(Rochus C.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Monfils G.);(Monfils G.,Rochus C.)",-10.0
"Rochus O.,Ancic M.,Roddick A.,Novak J.,Rochus O.","(Rochus O.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Novak J.);(Novak J.,Rochus O.)",-10.0
"Wessels P.,Srichaphan P.,Ancic M.,Gasquet R.,Wessels P.","(Wessels P.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Gasquet R.);(Gasquet R.,Wessels P.)",-10.0
"Mantilla F.,Llodra M.,Costa A.,Roddick A.,Ancic M.,Gonzalez F.,Mantilla F.","(Mantilla F.,Llodra M.);(Llodra M.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Gonzalez F.);(Gonzalez F.,Mantilla F.)",-10.0
"Hewitt L.,Ancic M.,Federer R.,Hewitt L.","(Hewitt L.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Hewitt L.)",-10.0
"Seppi A.,Nieminen J.,Srichaphan P.,Ancic M.,Roddick A.,Costa A.,Andreev I.,Seppi A.","(Seppi A.,Nieminen J.);(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Andreev I.);(Andreev I.,Seppi A.)",-10.0
"Rochus O.,Ancic M.,Roddick A.,Costa A.,Davydenko N.,Rochus O.","(Rochus O.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Davydenko N.);(Davydenko N.,Rochus O.)",-10.0
"Wessels P.,Srichaphan P.,Ancic M.,Roddick A.,Novak J.,Wessels P.","(Wessels P.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Novak J.);(Novak J.,Wessels P.)",-10.0
"Muller G.,Zabaleta M.,Lopez F.,Ancic M.,Hrbaty D.,Muller G.","(Muller G.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Hrbaty D.);(Hrbaty D.,Muller G.)",-10.0
"Stepanek R.,Ancic M.,Lopez F.,Agassi A.,Stepanek R.","(Stepanek R.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Agassi A.);(Agassi A.,Stepanek R.)",-10.0
"Zabaleta M.,Lopez F.,Ferrero J.C.,Zabaleta M.","(Zabaleta M.,Lopez F.);(Lopez F.,Ferrero J.C.);(Ferrero J.C.,Zabaleta M.)",-10.0
"Puerta M.,Zabaleta M.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Gaudio G.,Puerta M.","(Puerta M.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Gaudio G.);(Gaudio G.,Puerta M.)",-10.0
"Mello R.,Ancic M.,Hrbaty D.,Mello R.","(Mello R.,Ancic M.);(Ancic M.,Hrbaty D.);(Hrbaty D.,Mello R.)",-10.0
"Coria G.,Ancic M.,Berdych T.,Coria G.","(Coria G.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Coria G.)",-10.0
"Sanguinetti D.,Costa A.,Roddick A.,Ancic M.,Nalbandian D.,Sanguinetti D.","(Sanguinetti D.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Nalbandian D.);(Nalbandian D.,Sanguinetti D.)",-10.0
"Stepanek R.,Ancic M.,Saulnier C.,Stepanek R.","(Stepanek R.,Ancic M.);(Ancic M.,Saulnier C.);(Saulnier C.,Stepanek R.)",-10.0
"Mathieu P.H.,Costa A.,Roddick A.,Ancic M.,Coria G.,Mathieu P.H.","(Mathieu P.H.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Coria G.);(Coria G.,Mathieu P.H.)",-10.0
"Zib T.,Fish M.,Soderling R.,Zib T.","(Zib T.,Fish M.);(Fish M.,Soderling R.);(Soderling R.,Zib T.)",-10.0
"Johansson T.,Lopez F.,Grosjean S.,Johansson T.","(Johansson T.,Lopez F.);(Lopez F.,Grosjean S.);(Grosjean S.,Johansson T.)",-10.0
"Ljubicic I.,Costa A.,Roddick A.,Ancic M.,Blake J.,Ljubicic I.","(Ljubicic I.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Blake J.);(Blake J.,Ljubicic I.)",-10.0
"Wawrinka S.,Santoro F.,Lopez F.,Ancic M.,Rusedski G.,Wawrinka S.","(Wawrinka S.,Santoro F.);(Santoro F.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Rusedski G.);(Rusedski G.,Wawrinka S.)",-10.0
"Safin M.,Ancic M.,Lopez F.,Safin M.","(Safin M.,Ancic M.);(Ancic M.,Lopez F.);(Lopez F.,Safin M.)",-10.0
"Massu N.,Costa A.,Roddick A.,Ancic M.,Baghdatis M.,Minar I.,Hanescu V.,Massu N.","(Massu N.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Baghdatis M.);(Baghdatis M.,Minar I.);(Minar I.,Hanescu V.);(Hanescu V.,Massu N.)",-10.0
"Puerta M.,Zabaleta M.,Lopez F.,Ancic M.,Roddick A.,Costa A.,Andreev I.,Puerta M.","(Puerta M.,Zabaleta M.);(Zabaleta M.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Andreev I.);(Andreev I.,Puerta M.)",-10.0
"Gaudio G.,Costa A.,Roddick A.,Ancic M.,Federer R.,Gaudio G.","(Gaudio G.,Costa A.);(Costa A.,Roddick A.);(Roddick A.,Ancic M.);(Ancic M.,Federer R.);(Federer R.,Gaudio G.)",-10.0
"Seppi A.,Nieminen J.,Srichaphan P.,Ancic M.,Mayer F.,Seppi A.","(Seppi A.,Nieminen J.);(Nieminen J.,Srichaphan P.);(Srichaphan P.,Ancic M.);(Ancic M.,Mayer F.);(Mayer F.,Seppi A.)",-10.0
"Benneteau J.,Karlovic I.,Lopez F.,Ancic M.,Acasuso J.,Benneteau J.","(Benneteau J.,Karlovic I.);(Karlovic I.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Benneteau J.)",-10.0
"Robredo T.,Minar I.,Baghdatis M.,Ancic M.,Acasuso J.,Robredo T.","(Robredo T.,Minar I.);(Minar I.,Baghdatis M.);(Baghdatis M.,Ancic M.);(Ancic M.,Acasuso J.);(Acasuso J.,Robredo T.)",-10.0
"Rochus O.,Ancic M.,Roddick A.,Costa A.,Mirnyi M.,Rochus O.","(Rochus O.,Ancic M.);(Ancic M.,Roddick A.);(Roddick A.,Costa A.);(Costa A.,Mirnyi M.);(Mirnyi M.,Rochus O.)",-10.0
"Schuettler R.,Agassi A.,Lopez F.,Ancic M.,Berdych T.,Schuettler R.","(Schuettler R.,Agassi A.);(Agassi A.,Lopez F.);(Lopez F.,Ancic M.);(Ancic M.,Berdych T.);(Berdych T.,Schuettler R.)",-10.0
"Rusedski G.,Ancic M.,Hernych J.,Rusedski G.","(Rusedski G.,Ancic M.);(Ancic M.,Hernych J.);(Hernych J.,Rusedski G.)",-10.0
