cycle_nodes,cycle_edges,vorticity
"Tottenham,Luton,Bournemouth,Tottenham","(Tottenham,Luton);(Luton,Bournemouth);(Bournemouth,Tottenham)",0.0
"Sheffield United,Luton,Man City,Sheffield United","(Sheffield United,Luton);(Luton,Man City);(Man City,Sheffield United)",0.0
"Tottenham,Luton,Sheffield United,Tottenham","(Tottenham,Luton);(Luton,Sheffield United);(Sheffield United,Tottenham)",0.0
"Sheffield United,Luton,Arsenal,Sheffield United","(Sheffield United,Luton);(Luton,Arsenal);(Arsenal,Sheffield United)",0.0
"Crystal Palace,Luton,Brighton,Crystal Palace","(Crystal Palace,Luton);(Luton,Brighton);(Brighton,Crystal Palace)",0.0
"Man United,Luton,Chelsea,Man United","(Man United,Luton);(Luton,Chelsea);(Chelsea,Man United)",0.0
"West Ham,Luton,Arsenal,West Ham","(West Ham,Luton);(Luton,Arsenal);(Arsenal,West Ham)",0.0
"Sheffield United,Luton,Man United,Sheffield United","(Sheffield United,Luton);(Luton,Man United);(Man United,Sheffield United)",0.0
"Newcastle,Luton,Crystal Palace,Newcastle","(Newcastle,Luton);(Luton,Crystal Palace);(Crystal Palace,Newcastle)",0.0
"Newcastle,Luton,Brighton,Newcastle","(Newcastle,Luton);(Luton,Brighton);(Brighton,Newcastle)",0.0
"Newcastle,Luton,Bournemouth,Newcastle","(Newcastle,Luton);(Luton,Bournemouth);(Bournemouth,Newcastle)",0.0
"Tottenham,Luton,Nott'm Forest,Tottenham","(Tottenham,Luton);(Luton,Nott'm Forest);(Nott'm Forest,Tottenham)",0.0
